"alt","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
166,252,259,247,2156,399,33,76,1124,126,141,1017,96,80,455,313,194,119,248,257
231,250,253,247,2031,304,28,60,895,111,307,160,126,80,253,327,171,156,248,249
25,268,276,262,1891,306,38,61,856,143,143,808,93,80,603,331,216,115,262,276
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
70,268,271,264,2123,429,35,81,1165,108,188,1093,103,88,240,328,211,117,266,269
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
71,266,274,260,1868,297,50,56,820,176,176,765,92,81,602,329,216,113,260,274
362,248,251,245,1923,306,6,64,800,60,325,96,128,77,278,332,166,166,246,246
31,271,274,266,2426,442,42,75,1281,142,142,1172,103,88,287,331,215,116,268,274
250,256,260,252,1774,290,18,64,766,80,240,721,114,79,312,330,186,144,254,257
81,263,271,258,1850,293,52,60,857,179,219,857,96,80,505,326,206,120,258,265
15,269,272,265,2550,420,56,63,1211,206,206,1133,98,89,263,326,217,109,267,272
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
56,269,271,265,2468,457,47,75,1307,154,163,1202,102,88,239,328,213,115,267,270
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
35,268,271,264,2483,460,63,67,1234,217,233,1128,100,89,255,326,214,112,266,270
25,268,276,262,1891,306,38,61,856,143,143,808,93,80,603,331,216,115,262,276
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
124,266,270,262,1907,344,20,73,926,76,95,823,100,78,335,333,206,127,262,268
14,270,273,266,2486,415,51,67,1218,191,191,1122,101,89,268,329,216,113,268,273
261,249,253,245,1957,316,21,61,871,89,410,871,120,79,345,325,174,151,245,247
35,268,271,264,2483,460,63,67,1234,217,233,1128,100,89,255,326,214,112,266,270
35,267,270,263,2342,419,69,63,1106,232,232,1043,99,88,268,325,213,112,265,270
25,268,276,262,1891,306,38,61,856,143,143,808,93,80,603,331,216,115,262,276
167,265,269,262,1961,306,6,70,868,39,271,90,127,75,322,350,181,169,264,263
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
188,264,267,260,1824,391,15,87,1045,66,101,983,106,84,275,328,202,126,262,266
288,254,260,247,2419,392,10,69,1086,46,343,1086,136,69,547,357,160,197,247,251
276,254,260,248,2415,383,9,69,1082,49,340,1080,134,69,542,356,162,194,249,252
171,261,264,256,1805,296,13,66,765,61,257,743,120,77,320,339,185,154,257,261
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
245,256,261,251,2308,365,11,67,1059,74,491,1059,122,71,452,343,172,171,251,254
245,256,261,251,2308,365,11,67,1059,74,491,1059,122,71,452,343,172,171,251,254
298,254,260,249,2399,401,11,70,1090,50,338,1087,135,68,556,356,158,198,250,250
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
65,267,271,263,2019,415,36,79,1101,116,178,1039,102,87,283,327,210,117,264,268
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
65,267,271,263,2019,415,36,79,1101,116,178,1039,102,87,283,327,210,117,264,268
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
167,256,263,251,1671,317,23,75,861,102,102,861,94,82,477,316,202,114,251,263
167,256,263,251,1671,317,23,75,861,102,102,861,94,82,477,316,202,114,251,263
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
167,256,263,251,1671,317,23,75,861,102,102,861,94,82,477,316,202,114,251,263
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
303,254,259,248,2322,365,12,66,1054,73,325,1054,123,70,457,343,168,175,248,251
245,256,261,251,2308,365,11,67,1059,74,491,1059,122,71,452,343,172,171,251,254
245,256,261,251,2308,365,11,67,1059,74,491,1059,122,71,452,343,172,171,251,254
303,254,259,248,2322,365,12,66,1054,73,325,1054,123,70,457,343,168,175,248,251
303,254,259,248,2322,365,12,66,1054,73,325,1054,123,70,457,343,168,175,248,251
245,256,261,251,2308,365,11,67,1059,74,491,1059,122,71,452,343,172,171,251,254
245,256,261,251,2308,365,11,67,1059,74,491,1059,122,71,452,343,172,171,251,254
245,256,261,251,2308,365,11,67,1059,74,491,1059,122,71,452,343,172,171,251,254
288,254,260,247,2419,392,10,69,1086,46,343,1086,136,69,547,357,160,197,247,251
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
288,254,260,247,2419,392,10,69,1086,46,343,1086,136,69,547,357,160,197,247,251
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
42,267,270,264,2414,441,60,68,1189,208,228,1137,101,88,250,326,212,114,265,268
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
28,267,270,262,2473,439,56,65,1182,183,183,1066,105,87,314,331,211,120,264,270
55,269,271,265,2449,447,45,75,1305,152,155,1194,102,88,241,328,213,115,267,270
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
17,270,273,265,2537,412,54,64,1194,195,199,1107,102,88,293,330,215,115,267,273
55,269,271,265,2449,447,45,75,1305,152,155,1194,102,88,241,328,213,115,267,270
21,270,272,265,2489,428,55,68,1244,197,197,1141,100,88,272,328,215,113,267,272
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
66,260,266,254,2362,432,24,68,1143,110,136,1143,97,82,443,324,207,117,254,265
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
11,270,272,265,2537,417,52,64,1191,182,194,1102,102,88,275,330,215,115,267,272
37,270,273,266,2407,446,39,77,1294,140,140,1178,103,88,275,330,214,116,268,273
35,267,270,263,2342,419,69,63,1106,232,232,1043,99,88,268,325,213,112,265,270
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
233,258,263,253,2286,362,14,66,1028,75,327,1013,122,70,450,346,172,174,253,255
191,259,263,256,1850,294,14,66,788,55,274,779,124,77,315,340,180,160,256,259
11,270,274,265,2664,431,37,63,1247,143,234,1176,92,87,355,326,221,105,267,274
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
24,269,274,263,2847,394,94,43,1100,331,388,1084,90,84,435,327,221,106,264,274
33,266,269,262,2280,405,64,61,1056,206,206,1021,98,85,292,326,212,114,262,269
50,262,268,256,2247,406,24,66,1059,108,108,1059,94,82,454,325,211,114,256,268
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
21,270,272,265,2489,428,55,68,1244,197,197,1141,100,88,272,328,215,113,267,272
50,266,271,261,2468,420,50,64,1170,179,224,1062,99,84,374,328,211,117,262,270
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
254,257,261,252,1837,307,19,66,837,84,220,760,108,80,313,326,192,134,255,258
53,267,270,263,2394,446,53,71,1215,179,222,1155,101,88,272,326,212,114,264,269
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
38,266,269,262,2278,394,71,60,1041,228,228,999,98,87,273,325,213,112,263,269
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
124,266,270,262,1907,344,20,73,926,76,95,823,100,78,335,333,206,127,262,268
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
33,267,271,262,2534,442,56,64,1218,202,240,1094,102,85,358,330,211,119,263,270
66,260,266,254,2362,432,24,68,1143,110,136,1143,97,82,443,324,207,117,254,265
269,256,260,252,1819,307,19,67,832,82,214,756,107,79,333,326,192,134,254,258
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
24,264,271,258,2151,426,8,78,1099,39,39,1099,87,80,525,323,215,108,258,271
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
11,270,272,265,2537,417,52,64,1191,182,194,1102,102,88,275,330,215,115,267,272
423,250,254,244,1941,310,7,70,876,36,506,66,133,75,394,338,161,177,249,245
55,263,268,259,2215,400,38,63,1038,155,155,990,97,84,373,325,210,115,259,268
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
24,269,274,263,2847,394,94,43,1100,331,388,1084,90,84,435,327,221,106,264,274
38,266,269,262,2278,394,71,60,1041,228,228,999,98,87,273,325,213,112,263,269
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
42,267,270,264,2414,441,60,68,1189,208,228,1137,101,88,250,326,212,114,265,268
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
36,271,278,265,2007,304,67,52,851,208,287,850,97,80,499,335,215,120,267,274
11,270,274,265,2664,431,37,63,1247,143,234,1176,92,87,355,326,221,105,267,274
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
18,270,272,265,2542,423,53,66,1213,188,188,1119,102,88,281,330,215,115,267,272
266,250,254,248,1977,282,21,56,823,120,324,762,120,80,253,325,176,149,249,250
110,266,275,260,2136,340,65,55,929,216,216,847,93,81,616,330,216,114,260,275
22,269,271,265,2538,425,63,61,1192,230,248,1118,98,89,244,326,216,110,266,271
53,267,270,263,2394,446,53,71,1215,179,222,1155,101,88,272,326,212,114,264,269
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
14,270,273,266,2486,415,51,67,1218,191,191,1122,101,89,268,329,216,113,268,273
87,263,268,259,2148,381,39,62,991,166,166,991,95,84,384,324,211,113,259,268
44,261,267,254,2323,447,13,75,1180,62,62,1180,94,81,517,325,209,116,254,267
11,270,272,265,2537,417,52,64,1191,182,194,1102,102,88,275,330,215,115,267,272
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
33,266,269,262,2280,405,64,61,1056,206,206,1021,98,85,292,326,212,114,262,269
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
31,269,273,264,2539,443,48,71,1282,168,168,1183,104,88,328,331,213,118,266,273
84,268,272,263,2393,436,34,75,1251,127,140,1179,103,87,340,330,212,118,265,271
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
81,263,268,258,2176,389,39,62,1011,161,161,1011,96,84,382,324,210,114,258,268
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
40,267,269,262,2304,408,70,62,1079,225,225,1033,99,88,266,325,213,112,264,269
33,268,270,263,2509,427,69,60,1164,248,260,1097,98,89,256,325,215,110,265,270
46,268,271,264,2520,464,64,70,1284,195,229,1174,101,88,250,327,213,114,266,270
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
40,267,269,262,2304,408,70,62,1079,225,225,1033,99,88,266,325,213,112,264,269
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
254,257,261,252,1837,307,19,66,837,84,220,760,108,80,313,326,192,134,255,258
302,253,257,249,1792,293,19,64,785,83,236,730,112,79,301,326,185,141,252,254
48,270,273,266,2443,437,40,75,1288,142,142,1190,103,88,293,331,214,117,268,273
23,270,272,265,2481,420,52,68,1236,190,190,1135,100,88,265,328,215,113,267,272
21,270,272,265,2489,428,55,68,1244,197,197,1141,100,88,272,328,215,113,267,272
23,267,271,262,2416,382,77,54,1050,260,260,1026,93,88,317,323,218,105,264,271
196,253,258,249,1844,306,17,66,866,95,201,866,110,83,342,320,189,131,249,253
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
233,258,263,253,2286,362,14,66,1028,75,327,1013,122,70,450,346,172,174,253,255
65,267,271,263,2019,415,36,79,1101,116,178,1039,102,87,283,327,210,117,264,268
81,264,269,260,2098,380,41,64,986,167,167,959,96,84,378,325,212,113,260,269
36,271,278,265,2007,304,67,52,851,208,287,850,97,80,499,335,215,120,267,274
11,270,272,265,2537,417,52,64,1191,182,194,1102,102,88,275,330,215,115,267,272
235,259,262,255,1648,284,24,67,788,83,190,707,108,76,293,330,189,141,255,259
29,267,270,263,2324,400,71,60,1062,239,239,1013,98,88,272,325,214,111,264,270
22,268,270,263,2526,410,82,55,1116,275,275,1081,97,88,262,325,216,109,265,270
36,269,272,265,2444,434,49,74,1290,158,158,1173,102,88,253,329,214,115,267,272
37,270,273,266,2407,446,39,77,1294,140,140,1178,103,88,275,330,214,116,268,273
55,269,271,265,2449,447,45,75,1305,152,155,1194,102,88,241,328,213,115,267,270
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
123,263,267,259,2024,395,55,71,1028,173,173,988,100,86,325,324,208,116,259,267
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
30,264,269,260,2273,415,43,63,1071,165,196,1071,97,84,359,326,211,115,260,268
10,263,269,256,2672,532,9,84,1464,41,41,1464,91,80,496,326,213,113,256,269
20,269,272,264,2566,415,66,59,1180,232,263,1121,96,88,291,325,217,108,266,272
43,267,270,262,2501,455,57,67,1234,188,195,1112,104,87,322,330,211,119,263,270
105,260,267,255,1525,318,13,85,861,85,116,861,93,82,492,320,207,113,255,263
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
37,270,273,266,2407,446,39,77,1294,140,140,1178,103,88,275,330,214,116,268,273
61,263,269,258,2205,387,32,62,1006,146,146,1006,95,84,408,325,212,113,258,269
124,267,271,263,1901,350,19,75,951,70,91,833,99,79,320,332,208,124,263,269
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
109,270,273,266,2218,426,22,81,1192,83,132,1153,103,85,297,331,211,120,268,273
238,256,260,252,1859,292,17,64,773,67,281,764,121,77,294,335,179,156,253,256
48,270,273,266,2443,437,40,75,1288,142,142,1190,103,88,293,331,214,117,268,273
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
302,253,257,249,1792,293,19,64,785,83,236,730,112,79,301,326,185,141,252,254
50,262,268,256,2247,406,24,66,1059,108,108,1059,94,82,454,325,211,114,256,268
180,262,266,257,1675,288,21,67,760,80,200,700,107,77,317,333,195,138,258,263
15,269,272,265,2550,420,56,63,1211,206,206,1133,98,89,263,326,217,109,267,272
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
43,266,274,261,1830,293,39,59,818,149,149,774,92,80,574,329,215,114,261,274
228,257,261,253,1758,290,16,65,742,71,245,715,117,78,310,333,184,149,253,258
223,262,265,259,1927,401,16,86,1092,70,106,1027,106,84,256,326,200,126,261,265
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
87,263,268,259,2148,381,39,62,991,166,166,991,95,84,384,324,211,113,259,268
14,271,277,264,2350,352,51,54,1021,207,230,812,93,83,532,332,221,111,266,277
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
22,269,271,265,2538,425,63,61,1192,230,248,1118,98,89,244,326,216,110,266,271
233,258,263,253,2286,362,14,66,1028,75,327,1013,122,70,450,346,172,174,253,255
40,266,269,261,2340,394,77,57,1047,241,241,1012,97,88,294,324,214,110,263,269
50,262,268,256,2247,406,24,66,1059,108,108,1059,94,82,454,325,211,114,256,268
191,259,263,256,1850,294,14,66,788,55,274,779,124,77,315,340,180,160,256,259
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
44,262,268,257,2311,424,32,65,1101,137,160,1101,97,83,409,325,209,116,257,267
30,264,269,260,2273,415,43,63,1071,165,196,1071,97,84,359,326,211,115,260,268
124,266,270,262,1907,344,20,73,926,76,95,823,100,78,335,333,206,127,262,268
37,270,273,266,2407,446,39,77,1294,140,140,1178,103,88,275,330,214,116,268,273
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
43,263,268,258,2356,448,36,66,1135,148,161,1048,95,84,377,324,211,113,259,267
42,267,270,264,2414,441,60,68,1189,208,228,1137,101,88,250,326,212,114,265,268
26,265,269,260,2315,427,44,63,1093,168,193,1026,96,84,355,325,212,113,260,268
65,264,268,259,2220,404,53,64,1051,184,184,1017,98,85,351,325,210,115,260,268
187,261,265,258,1792,290,9,69,778,40,265,778,128,75,306,346,177,169,258,260
21,270,272,265,2489,428,55,68,1244,197,197,1141,100,88,272,328,215,113,267,272
50,266,271,261,2468,420,50,64,1170,179,224,1062,99,84,374,328,211,117,262,270
32,267,270,261,2442,414,65,61,1132,209,214,1039,104,86,345,331,211,120,263,270
17,270,273,265,2537,412,54,64,1194,195,199,1107,102,88,293,330,215,115,267,273
21,270,272,265,2489,428,55,68,1244,197,197,1141,100,88,272,328,215,113,267,272
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
84,268,272,263,2393,436,34,75,1251,127,140,1179,103,87,340,330,212,118,265,271
28,267,270,262,2473,439,56,65,1182,183,183,1066,105,87,314,331,211,120,264,270
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
11,270,272,265,2537,417,52,64,1191,182,194,1102,102,88,275,330,215,115,267,272
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
71,262,267,257,2209,394,35,63,1024,150,150,1024,96,84,400,324,210,114,257,267
43,267,270,262,2501,455,57,67,1234,188,195,1112,104,87,322,330,211,119,263,270
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
65,267,275,261,1945,313,48,58,865,171,171,806,93,80,611,331,216,115,261,275
136,265,272,259,2212,370,68,57,992,220,293,992,96,81,505,328,210,118,259,268
136,265,272,259,2212,370,68,57,992,220,293,992,96,81,505,328,210,118,259,268
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
120,264,269,260,1849,382,44,76,984,136,154,937,100,85,330,325,208,117,261,265
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
118,269,274,264,2413,447,28,77,1266,97,135,1210,104,87,368,331,212,119,266,273
304,253,259,247,2411,370,9,69,1074,53,339,1068,132,68,523,353,161,192,248,251
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
77,266,269,262,2029,409,44,76,1077,139,179,1025,101,87,285,326,210,116,263,267
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
77,266,269,262,2029,409,44,76,1077,139,179,1025,101,87,285,326,210,116,263,267
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
250,256,262,251,2387,373,10,68,1079,65,331,1061,128,69,491,350,167,183,251,253
150,260,267,254,1849,305,47,58,818,152,225,776,99,79,517,323,199,124,255,261
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
431,245,248,242,1964,301,15,61,802,74,327,802,125,78,269,326,166,160,242,244
375,247,250,244,1951,295,14,61,794,73,330,794,126,78,269,328,168,160,244,246
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
19,269,272,264,2547,401,69,58,1155,232,270,1106,94,89,280,324,219,105,266,272
55,272,276,268,2426,449,29,77,1284,100,134,1222,104,87,318,334,215,119,270,275
251,261,264,257,2120,410,17,83,1154,83,129,1108,105,81,281,327,198,129,259,264
156,265,268,261,1657,374,15,90,961,63,138,913,105,85,275,327,204,123,263,266
180,263,267,259,1605,369,16,90,930,66,131,888,105,86,300,325,203,122,260,264
65,267,271,263,2019,415,36,79,1101,116,178,1039,102,87,283,327,210,117,264,268
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
39,260,266,254,2410,451,16,72,1209,77,77,1209,96,80,480,326,207,119,254,266
165,264,267,261,1631,368,14,90,948,61,137,898,106,84,273,328,202,126,262,265
